Measurement Input SWC - 2019 - Plot 999 = All-Plots Mean - SWC depth [mm] (row 4:end) at Soil depth [m] (row 3);;;;
SimDay;0.1;0.25;0.5;0.8
1;0.2619;0.2785;0.3022;0.3096
2;0.2634;0.2794;0.3046;0.3094
3;0.2644;0.2800;0.3060;0.2996
4;0.2621;0.2773;0.3041;0.2975
5;0.2619;0.2759;0.3040;0.2977
6;0.2622;0.2760;0.3050;0.2982
7;0.2625;0.2764;0.3058;0.2988
8;0.2636;0.2769;0.3069;0.2998
9;0.2628;0.2763;0.3066;0.2996
10;0.2624;0.2760;0.3066;0.2989
11;0.2620;0.2760;0.3063;0.2985
12;0.2606;0.2751;0.3053;0.2974
13;0.2604;0.2746;0.3051;0.2971
14;0.2596;0.2741;0.3047;0.2967
15;0.2588;0.2735;0.3046;0.2964
16;0.2593;0.2745;0.3060;0.2973
17;0.2592;0.2746;0.3063;0.2975
18;0.2580;0.2736;0.3053;0.2966
19;0.2557;0.2713;0.3034;0.2947
20;0.2534;0.2694;0.3014;0.2928
21;0.2524;0.2686;0.3008;0.2921
22;0.2522;0.2686;0.3009;0.2922
23;0.2518;0.2684;0.3009;0.2922
24;0.2486;0.2658;0.2983;0.2905
25;0.2573;0.2721;0.3038;0.2964
26;0.2770;0.2823;0.3076;0.3068
27;0.2840;0.2872;0.3119;0.3089
28;0.2818;0.2866;0.3121;0.3079
29;0.2800;0.2863;0.3124;0.3079
30;0.2791;0.2865;0.3134;0.3083
31;0.2761;0.2845;0.3120;0.3073
32;0.2726;0.2818;0.3093;0.3055
33;0.2731;0.2837;0.3120;0.3091
34;0.2729;0.2781;0.3125;0.3084
35;0.2714;0.2837;0.3124;0.3079
36;0.2675;0.2809;0.3104;0.3074
37;0.2640;0.2780;0.3082;0.3036
38;0.2600;0.2743;0.3047;0.2997
39;0.2549;0.2695;0.3005;0.2960
40;0.2509;0.2658;0.2975;0.2938
41;0.2524;0.2678;0.2999;0.2956
42;0.2526;0.2686;0.3008;0.2968
43;0.2578;0.2735;0.3068;0.3012
44;0.2612;0.2736;0.3065;0.3014
45;0.2611;0.2738;0.3056;0.3009
46;0.2621;0.2757;0.3077;0.3020
47;0.2609;0.2752;0.3076;0.3019
48;0.2580;0.2736;0.3063;0.3006
49;0.2522;0.2683;0.3012;0.2966
50;0.2512;0.2686;0.3016;0.2967
51;0.2480;0.2659;0.2999;0.2955
52;0.2475;0.2663;0.3007;0.2963
53;0.2469;0.2659;0.3024;0.2974
54;0.2422;0.2616;0.2986;0.2948
55;0.2367;0.2562;0.2931;0.2912
56;0.2376;0.2561;0.2932;0.2912
57;0.2384;0.2571;0.2930;0.2913
58;0.2394;0.2586;0.2961;0.2935
59;0.2379;0.2588;0.2971;0.2947
60;0.2341;0.2572;0.2966;0.2947
61;0.2284;0.2527;0.2931;0.2921
62;0.2427;0.2615;0.2961;0.2989
63;0.2699;0.2730;0.3016;0.3035
64;0.2663;0.2703;0.2967;0.2990
65;0.2645;0.2713;0.2970;0.2999
66;0.2617;0.2707;0.2980;0.3003
67;0.2572;0.2677;0.2965;0.2992
68;0.2503;0.2628;0.2933;0.2969
69;0.2471;0.2613;0.2931;0.2968
70;0.2416;0.2579;0.2898;0.2949
71;0.2342;0.2528;0.2857;0.2917
72;0.2352;0.2576;0.2928;0.2967
73;0.2502;0.2673;0.3004;0.3067
74;0.2679;0.2761;0.3034;0.3099
75;0.2645;0.2730;0.2989;0.3053
76;0.2651;0.2732;0.2999;0.3047
77;0.2668;0.2764;0.3020;0.3064
78;0.2635;0.2753;0.3021;0.3066
79;0.2573;0.2714;0.2999;0.3049
80;0.2520;0.2666;0.2960;0.3014
81;0.2486;0.2628;0.2935;0.2990
82;0.2451;0.2596;0.2917;0.2976
83;0.2441;0.2612;0.2949;0.3003
84;0.2373;0.2577;0.2942;0.2999
85;0.2303;0.2531;0.2925;0.2987
86;0.2225;0.2474;0.2895;0.2961
87;0.2359;0.2551;0.2918;0.3023
88;0.2638;0.2689;0.2981;0.3071
89;0.2573;0.2635;0.2946;0.3023
90;0.2528;0.2615;0.2951;0.3022
91;0.2467;0.2570;0.2925;0.3006
92;0.2409;0.2532;0.2908;0.2995
93;0.2373;0.2524;0.2922;0.3009
94;0.2310;0.2497;0.2919;0.3006
95;0.2222;0.2448;0.2889;0.2984
96;0.2340;0.2519;0.2896;0.3032
97;0.2561;0.2606;0.2914;0.3041
98;0.2482;0.2540;0.2864;0.3001
99;0.2409;0.2510;0.2857;0.2997
100;0.2338;0.2478;0.2855;0.2999
101;0.2228;0.2411;0.2823;0.2980
102;0.2087;0.2326;0.2766;0.2940
103;0.1986;0.2273;0.2754;0.2934
104;0.1888;0.2222;0.2745;0.2931
105;0.1770;0.2152;0.2700;0.2905
106;0.1642;0.2058;0.2639;0.2866
107;0.1525;0.1994;0.2585;0.2827
108;0.1410;0.1861;0.2523;0.2777
