Measurement Input SWC - 2019 - Plot 1 - SWC depth [mm] (row 4:end) at Soil depth [m] (row 3);;;;
SimDay;0.1;0.25;0.5;0.8
1;0.2599;0.2443;0.2765;0.3366
2;0.2616;0.2461;0.2783;0.337
3;0.2616;0.2463;0.28;0.3276
4;0.2598;0.2438;0.2787;0.309
5;0.2595;0.2427;0.2776;0.307
6;0.2595;0.2426;0.2779;0.307
7;0.2594;0.2423;0.2791;0.3075
8;0.2602;0.2426;0.2794;0.3088
9;0.2597;0.2427;0.2796;0.3087
10;0.2587;0.2413;0.2793;0.3084
11;0.2581;0.2406;0.2786;0.3083
12;0.256;0.2389;0.2769;0.3066
13;0.2562;0.2391;0.2768;0.3064
14;0.255;0.2383;0.2765;0.3065
15;0.2537;0.2371;0.2763;0.3058
16;0.2535;0.2378;0.2771;0.3064
17;0.253;0.2372;0.2775;0.3067
18;0.2507;0.2353;0.2763;0.3045
19;0.2487;0.2336;0.274;0.3036
20;0.2463;0.2321;0.2731;0.3015
21;0.2458;0.2311;0.2723;0.3006
22;0.2445;0.2305;0.2721;0.3008
23;0.244;0.2308;0.2715;0.3011
24;0.2404;0.2282;0.2688;0.2987
25;0.2424;0.2284;0.2714;0.3007
26;0.2773;0.2407;0.2741;0.3031
27;0.2841;0.2498;0.2779;0.3067
28;0.2777;0.2488;0.2794;0.3102
29;0.2725;0.2471;0.2798;0.3116
30;0.2706;0.2463;0.28;0.3123
31;0.268;0.245;0.2792;0.3117
32;0.2659;0.2427;0.2772;0.3108
33;0.2646;0.2437;0.2801;0.3131
34;0.264;0.2422;0.2795;0.3127
35;0.2619;0.2417;0.2791;0.3126
36;0.26;0.2394;0.2775;0.3109
37;0.2576;0.2374;0.2757;0.3089
38;0.2554;0.2357;0.2729;0.3068
39;0.2512;0.2317;0.2703;0.3033
40;0.2474;0.2288;0.2672;0.3005
41;0.2478;0.2307;0.2697;0.3023
42;0.2484;0.2307;0.2706;0.3037
43;0.2544;0.2343;0.2738;0.3075
44;0.2622;0.2341;0.2746;0.3079
45;0.262;0.2346;0.2744;0.3088
46;0.2616;0.2364;0.2764;0.3093
47;0.26;0.2354;0.2759;0.3092
48;0.2585;0.2333;0.2754;0.3085
49;0.2531;0.2301;0.2708;0.3036
50;0.2526;0.2302;0.2715;0.3047
51;0.2484;0.2278;0.2702;0.3035
52;0.2477;0.2284;0.2708;0.3043
53;0.2476;0.2292;0.2724;0.3049
54;0.2426;0.2248;0.2694;0.3028
55;0.2371;0.2214;0.2655;0.2992
56;0.2392;0.2218;0.2653;0.2979
57;0.2408;0.2219;0.2668;0.3001
58;0.2409;0.2237;0.2691;0.3018
59;0.2385;0.2234;0.2694;0.3024
60;0.2359;0.2225;0.2691;0.3026
61;0.2301;0.2181;0.2666;0.3005
62;0.2656;0.2376;0.27;0.3025
63;0.2785;0.2467;0.2698;0.3033
64;0.2705;0.2429;0.2702;0.3037
65;0.2659;0.2426;0.272;0.3057
66;0.2622;0.2411;0.2725;0.3071
67;0.2562;0.238;0.2714;0.3067
68;0.2503;0.2352;0.2686;0.3049
69;0.247;0.2335;0.2686;0.3047
70;0.2413;0.2294;0.2671;0.3052
71;0.2344;0.2247;0.2643;0.3026
72;0.2346;0.2288;0.2691;0.3069
73;0.2727;0.2461;0.2742;0.3095
74;0.2827;0.253;0.2742;0.3102
75;0.273;0.2472;0.2746;0.3111
76;0.273;0.2449;0.2746;0.3115
77;0.2739;0.2458;0.2768;0.3145
78;0.2678;0.2426;0.2771;0.3152
79;0.2609;0.2385;0.2753;0.3143
80;0.2575;0.2349;0.27;0.3101
81;0.2549;0.2314;0.2682;0.308
82;0.2494;0.2286;0.2667;0.3069
83;0.2447;0.2278;0.2693;0.3098
84;0.2349;0.2228;0.2687;0.3092
85;0.2246;0.2181;0.2662;0.307
86;0.2151;0.2135;0.2643;0.305
87;0.254;0.2391;0.2696;0.3073
88;0.2719;0.2496;0.2715;0.3073
89;0.2584;0.2353;0.2703;0.3079
90;0.2491;0.2311;0.2708;0.3085
91;0.241;0.2268;0.2684;0.3077
92;0.2329;0.2189;0.2674;0.3077
93;0.2262;0.2172;0.2692;0.3102
94;0.2191;0.2132;0.2677;0.3097
95;0.211;0.2097;0.2659;0.3072
96;0.2494;0.2305;0.2713;0.3094
97;0.2671;0.2448;0.2719;0.3096
98;0.2518;0.2306;0.2712;0.3089
99;0.2411;0.2271;0.2723;0.3101
100;0.2313;0.2239;0.2729;0.312
101;0.219;0.2177;0.2698;0.311
102;0.2051;0.2108;0.2657;0.3073
103;0.1955;0.2076;0.2646;0.3075
104;0.1861;0.2053;0.2646;0.3074
105;0.1745;0.1997;0.2624;0.3058
106;0.1616;0.1926;0.2601;0.3028
107;0.1856;0.2044;0.2663;0.3054
108;0.2387;0.2136;0.2662;0.3055
