Measurement Input SWC - 2019 - Plot 13 - SWC depth [mm] (row 4:end) at Soil depth [m] (row 3);;;;
SimDay;0.1;0.25;0.5;0.8
1;0.2601;0.2484;0.3031;0.3414
2;0.2611;0.2492;0.3055;0.3421
3;0.2629;0.2504;0.309;0.3439
4;0.2601;0.2486;0.3062;0.342
5;0.2608;0.2471;0.3061;0.3411
6;0.2606;0.2463;0.3072;0.3419
7;0.261;0.2461;0.3087;0.3427
8;0.2623;0.2467;0.3113;0.3433
9;0.262;0.2459;0.3104;0.3432
10;0.2619;0.2455;0.3113;0.3429
11;0.2614;0.2444;0.3105;0.3423
12;0.2588;0.2421;0.3082;0.3407
13;0.259;0.2414;0.3071;0.3408
14;0.258;0.241;0.3084;0.3405
15;0.2563;0.24;0.3071;0.3402
16;0.2574;0.2408;0.3093;0.3414
17;0.2582;0.2403;0.3103;0.3415
18;0.2562;0.2384;0.3084;0.34
19;0.2537;0.2356;0.3061;0.339
20;0.2519;0.2344;0.3038;0.3375
21;0.2504;0.2329;0.3017;0.3368
22;0.25;0.233;0.3027;0.3372
23;0.2499;0.2336;0.303;0.3378
24;0.2459;0.2306;0.2994;0.3352
25;0.2602;0.258;0.3182;0.3412
26;0.2821;0.2965;0.3328;0.345
27;0.286;0.2976;0.3369;0.3478
28;0.2845;0.2951;0.3352;0.3475
29;0.2836;0.2933;0.3346;0.3482
30;0.283;0.2928;0.3354;0.3493
31;0.2805;0.2902;0.3337;0.348
32;0.2748;0.2851;0.3303;0.3454
33;0.2761;0.2877;0.3331;0.348
34;0.2788;0.2902;0.3377;0.3519
35;0.2804;0.2905;0.3391;0.3559
36;0.2755;0.288;0.3364;0.3653
37;0.2701;0.2851;0.333;0.3487
38;0.2648;0.2824;0.3289;0.3449
39;0.2577;0.2768;0.3217;0.3418
40;0.2515;0.2718;0.3177;0.339
41;0.2543;0.2745;0.3209;0.3414
42;0.2538;0.2761;0.3227;0.3426
43;0.2581;0.2799;0.3302;0.3473
44;0.2629;0.2804;0.329;0.3473
45;0.2637;0.2818;0.3291;0.3465
46;0.264;0.2836;0.3308;0.3476
47;0.2624;0.2828;0.3314;0.3484
48;0.2578;0.2811;0.3316;0.3469
49;0.2503;0.2748;0.3248;0.3429
50;0.2492;0.276;0.3254;0.3431
51;0.2442;0.2727;0.323;0.3416
52;0.2424;0.2736;0.3242;0.3426
53;0.2415;0.273;0.3257;0.3437
54;0.2362;0.269;0.3209;0.3408
55;0.2301;0.2635;0.3132;0.3371
56;0.2306;0.2638;0.3123;0.3368
57;0.2317;0.2633;0.3133;0.337
58;0.2329;0.2648;0.3182;0.3399
59;0.2317;0.265;0.3195;0.341
60;0.2263;0.2631;0.3186;0.3405
61;0.2185;0.2577;0.3136;0.3372
62;0.2362;0.268;0.3258;0.3389
63;0.2694;0.2829;0.3225;0.339
64;0.2668;0.2775;0.316;0.3366
65;0.2655;0.278;0.3195;0.3389
66;0.2631;0.2768;0.3196;0.3389
67;0.2569;0.2729;0.3182;0.3384
68;0.2474;0.2668;0.3122;0.3357
69;0.2435;0.2656;0.3119;0.3352
70;0.238;0.2609;0.3084;0.3327
71;0.2304;0.2555;0.302;0.3298
72;0.2309;0.26;0.3127;0.3361
73;0.2478;0.2713;0.3306;0.3405
74;0.2741;0.2874;0.3324;0.3405
75;0.2697;0.2836;0.3262;0.3395
76;0.2712;0.2821;0.3263;0.3415
77;0.2747;0.2859;0.3305;0.3433
78;0.2714;0.2826;0.3315;0.3451
79;0.264;0.2774;0.3269;0.3452
80;0.2583;0.2714;0.3217;0.3447
81;0.2553;0.2686;0.319;0.3425
82;0.2502;0.2651;0.3166;0.3402
83;0.2482;0.2663;0.3213;0.3432
84;0.2411;0.2623;0.3205;0.3428
85;0.2321;0.2578;0.3194;0.3423
86;0.2233;0.2502;0.3153;0.3402
87;0.2368;0.2589;0.3246;0.3404
88;0.2744;0.2808;0.3358;0.3439
89;0.2687;0.274;0.325;0.3425
90;0.2636;0.2713;0.3249;0.3434
91;0.2546;0.2649;0.3207;0.3419
92;0.2464;0.2604;0.3187;0.3412
93;0.242;0.26;0.3216;0.3436
94;0.2343;0.2556;0.3218;0.3437
95;0.2245;0.2494;0.3179;0.3409
96;0.2367;0.2533;0.3243;0.3412
97;0.2627;0.2583;0.322;0.3414
98;0.2555;0.2516;0.3179;0.3395
99;0.2472;0.2462;0.3172;0.3397
100;0.2363;0.2414;0.3162;0.3404
101;0.2236;0.234;0.3127;0.3388
102;0.208;0.2232;0.3064;0.3354
103;0.1977;0.2168;0.3046;0.334
104;0.1868;0.2115;0.306;0.3344
105;0.1728;0.2046;0.3022;0.3323
106;0.1586;0.1966;0.2959;0.3291
107;0.1424;0.1868;0.2872;0.3272
108;0.1238;0.175;0.2772;0.3215
