Measurement Input SWC - 2019 - Plot 7 - SWC depth [mm] (row 4:end) at Soil depth [m] (row 3);;;;
SimDay;0.1;0.25;0.5;0.8
1;0.2924;0.3137;0.2814;0.3473
2;0.2973;0.3151;0.2825;0.3502
3;0.2969;0.3152;0.2834;0.3517
4;0.2955;0.3149;0.2799;0.3495
5;0.2965;0.3146;0.2784;0.3499
6;0.2963;0.3146;0.2803;0.3496
7;0.2965;0.3147;0.2806;0.3505
8;0.2973;0.3157;0.2813;0.3513
9;0.297;0.3156;0.282;0.3509
10;0.2967;0.3142;0.2823;0.3497
11;0.2961;0.3141;0.2838;0.35
12;0.2946;0.3145;0.2839;0.3489
13;0.2955;0.3133;0.2841;0.348
14;0.2948;0.3138;0.2851;0.3485
15;0.2946;0.3139;0.2861;0.3481
16;0.2946;0.3128;0.287;0.3495
17;0.2943;0.3128;0.2851;0.3491
18;0.2946;0.3118;0.2878;0.3491
19;0.2933;0.3112;0.2869;0.347
20;0.2922;0.3103;0.2865;0.3457
21;0.2911;0.3092;0.2879;0.3454
22;0.2914;0.3098;0.2895;0.3452
23;0.2921;0.3109;0.2906;0.3455
24;0.2887;0.3073;0.2875;0.3443
25;0.2908;0.309;0.2903;0.345
26;0.2981;0.3141;0.2902;0.3489
27;0.313;0.3248;0.2974;0.3577
28;0.3098;0.3265;0.3008;0.3615
29;0.3092;0.3285;0.3031;0.3622
30;0.3094;0.3291;0.3059;0.3636
31;0.3078;0.3276;0.3054;0.3628
32;0.3057;0.327;0.304;0.3618
33;0.3078;0.3288;0.3077;0.3639
34;0.3064;0.3271;0.3095;0.3659
35;0.3057;0.3279;0.3136;0.3672
36;0.3035;0.3268;0.3111;0.3675
37;0.302;0.3234;0.3111;0.3654
38;0.2968;0.3197;0.311;0.3603
39;0.2922;0.3148;0.3073;0.3563
40;0.2881;0.3107;0.3027;0.3529
41;0.2918;0.3137;0.3054;0.3557
42;0.2933;0.3156;0.3073;0.3566
43;0.3005;0.3208;0.3164;0.3609
44;0.3011;0.3201;0.3164;0.3604
45;0.2994;0.3189;0.3175;0.36
46;0.3023;0.3195;0.3205;0.362
47;0.3026;0.3194;0.3205;0.3622
48;0.3012;0.3167;0.3202;0.3613
49;0.2945;0.3113;0.3119;0.3578
50;0.2968;0.3118;0.3128;0.3567
51;0.2952;0.3084;0.3113;0.3555
52;0.2954;0.3097;0.3107;0.3563
53;0.2956;0.3095;0.3157;0.3569
54;0.2919;0.3058;0.3096;0.3547
55;0.2856;0.2992;0.3046;0.3519
56;0.2866;0.2975;0.304;0.3512
57;0.2874;0.2965;0.305;0.3517
58;0.2892;0.2997;0.3101;0.3534
59;0.2902;0.2982;0.3129;0.3548
60;0.2867;0.296;0.3132;0.3546
61;0.2815;0.2892;0.3094;0.3525
62;0.2895;0.2968;0.3064;0.354
63;0.3012;0.3021;0.3047;0.3508
64;0.2984;0.2963;0.3008;0.3489
65;0.3011;0.2977;0.3033;0.3503
66;0.3005;0.2964;0.3038;0.3507
67;0.2959;0.2932;0.3023;0.3505
68;0.2924;0.2887;0.2973;0.3487
69;0.2906;0.2879;0.2971;0.3491
70;0.2855;0.2839;0.2944;0.3474
71;0.2782;0.2778;0.2891;0.3444
72;0.284;0.2825;0.3005;0.3499
73;0.2953;0.2864;0.3044;0.3546
74;0.3054;0.2886;0.305;0.3525
75;0.3029;0.2856;0.3021;0.3518
76;0.307;0.2851;0.3059;0.3522
77;0.3059;0.2903;0.3074;0.3535
78;0.3051;0.2911;0.3114;0.3545
79;0.3012;0.2872;0.3073;0.3527
80;0.2961;0.2827;0.3018;0.3505
81;0.2932;0.2797;0.2991;0.3482
82;0.2898;0.2766;0.2953;0.3469
83;0.2905;0.2799;0.2993;0.3495
84;0.2855;0.2772;0.2983;0.3487
85;0.2818;0.2748;0.297;0.3486
86;0.2767;0.2707;0.2948;0.3468
87;0.2896;0.2771;0.2923;0.35
88;0.3047;0.2857;0.2964;0.3514
89;0.3005;0.2783;0.291;0.3481
90;0.2998;0.2754;0.2944;0.3485
91;0.2945;0.2724;0.2913;0.3477
92;0.2917;0.2684;0.2894;0.3472
93;0.2917;0.2686;0.2957;0.3487
94;0.2858;0.2657;0.296;0.3496
95;0.2803;0.2591;0.2975;0.3473
96;0.2873;0.2662;0.2982;0.3485
97;0.2957;0.2646;0.297;0.3463
98;0.2894;0.2551;0.2867;0.3431
99;0.2856;0.2498;0.2853;0.3431
100;0.284;0.2463;0.2874;0.3443
101;0.2745;0.2373;0.2845;0.3418
102;0.2635;0.2242;0.2785;0.3382
103;0.2567;0.2147;0.279;0.3385
104;0.2485;0.2025;0.2806;0.3387
105;0.238;0.1897;0.2776;0.3365
106;0.2248;0.1761;0.2747;0.3338
107;0.2102;0.1622;0.2707;0.3316
108;0.1934;0.1467;0.2673;0.3284
